C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_21_920.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_21_920.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_21_920.jpg,0,0,0,5.02737E-06
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_007.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_007.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_007.jpg,0,0,0,1.702867E-05
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_089.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_089.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_089.jpg,0,0,0,1.772643E-05
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_192.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_192.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_192.jpg,0,0,0,4.609098E-06
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_284.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_284.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_284.jpg,0,0,0,1.384317E-05
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_446.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_446.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_446.jpg,0,0.4498911,0,0.6382776
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_546.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_546.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_546.jpg,0,0.668499,0,1.252096
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_616.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_616.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_616.jpg,0,0.925752,0,2.056424
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_673.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_673.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_673.jpg,0,1,0,2.964796
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_757.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_757.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_757.jpg,0,1,0,3.901031
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_842.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_842.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_842.jpg,0,1,0,4.835767
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_22_923.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_22_923.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_22_923.jpg,0,1,0,5.762757
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_011.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_011.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_011.jpg,0,1,0,6.911422
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_102.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_102.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_102.jpg,0,1,0,7.82233
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_182.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_182.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_182.jpg,-0.2,1,0,8.716169
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_268.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_268.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_268.jpg,-0.45,1,0,9.786573
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_356.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_356.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_356.jpg,0,1,0,10.65168
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_450.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_450.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_450.jpg,0,1,0,11.58622
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_561.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_561.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_561.jpg,-0.2,1,0,12.59344
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_611.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_611.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_611.jpg,-0.4,1,0,13.40799
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_723.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_723.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_723.jpg,-0.6000001,1,0,14.06408
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_795.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_795.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_795.jpg,0,1,0,15.23425
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_864.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_864.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_864.jpg,0,1,0,15.78366
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_23_948.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_23_948.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_23_948.jpg,0,1,0,16.90528
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_034.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_034.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_034.jpg,-0.2,1,0,17.71576
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_127.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_127.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_127.jpg,-0.45,1,0,18.65299
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_207.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_207.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_207.jpg,-0.6500001,1,0,19.32647
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_292.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_292.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_292.jpg,0,1,0,20.09799
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_377.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_377.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_377.jpg,0,1,0,20.88746
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_473.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_473.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_473.jpg,0,1,0,21.88092
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_545.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_545.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_545.jpg,0,1,0,22.67251
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_628.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_628.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_628.jpg,-0.2,1,0,23.44208
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_707.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_707.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_707.jpg,-0.4,1,0,24.14295
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_810.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_810.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_810.jpg,0,1,0,25.09079
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_877.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_877.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_877.jpg,0,1,0,25.66285
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_24_958.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_24_958.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_24_958.jpg,-0.2,1,0,26.41127
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_040.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_040.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_040.jpg,-0.4,1,0,27.09066
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_134.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_134.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_134.jpg,-0.6500001,1,0,27.80651
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_206.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_206.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_206.jpg,-0.8500001,1,0,28.27575
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_296.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_296.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_296.jpg,0,1,0,28.93402
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_411.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_411.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_411.jpg,0,1,0,30.00772
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_480.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_480.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_480.jpg,-0.15,1,0,30.18839
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_559.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_559.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_559.jpg,-0.35,1,0,30.16871
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_653.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_653.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_653.jpg,-0.6000001,1,0,30.13637
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_794.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_794.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_794.jpg,0,1,0,30.18185
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_874.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_874.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_874.jpg,0,1,0,30.18871
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_25_954.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_25_954.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_25_954.jpg,0,1,0,30.19006
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_037.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_037.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_037.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_164.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_164.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_164.jpg,-0.3,1,0,30.17085
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_293.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_293.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_293.jpg,0,1,0,30.18701
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_375.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_375.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_375.jpg,0,1,0,30.18942
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_475.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_475.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_475.jpg,0,1,0,30.19048
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_561.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_561.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_561.jpg,0,1,0,30.18921
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_643.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_643.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_643.jpg,0,1,0,30.18951
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_733.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_733.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_733.jpg,0,1,0,30.18954
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_827.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_827.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_827.jpg,0,1,0,30.18947
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_899.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_899.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_899.jpg,0,1,0,30.18275
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_26_983.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_26_983.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_26_983.jpg,0,1,0,30.18972
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_079.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_079.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_079.jpg,0,1,0,30.19151
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_151.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_151.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_151.jpg,0,1,0,30.18992
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_228.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_228.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_228.jpg,0,1,0,30.18958
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_308.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_308.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_308.jpg,0,1,0,30.18952
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_391.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_391.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_391.jpg,0,1,0,30.18929
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_478.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_478.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_478.jpg,0,1,0,30.18937
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_563.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_563.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_563.jpg,0,1,0,30.18945
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_638.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_638.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_638.jpg,0,1,0,30.18946
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_723.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_723.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_723.jpg,-0.2,1,0,30.18105
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_834.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_834.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_834.jpg,-0.5000001,1,0,30.14282
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_27_931.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_27_931.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_27_931.jpg,0,1,0,30.19036
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_021.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_021.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_021.jpg,0,1,0,30.18982
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_120.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_120.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_120.jpg,0,1,0,30.18991
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_232.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_232.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_232.jpg,-0.3,1,0,30.15827
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_329.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_329.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_329.jpg,-0.5500001,1,0,30.11248
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_412.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_412.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_412.jpg,0,1,0,30.18622
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_509.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_509.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_509.jpg,0,1,0,30.1885
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_614.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_614.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_614.jpg,0.25,1,0,30.17663
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_702.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_702.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_702.jpg,0.45,1,0,30.14601
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_797.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_797.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_797.jpg,0,1,0,30.20606
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_891.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_891.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_891.jpg,0.25,1,0,30.18803
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_28_979.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_28_979.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_28_979.jpg,0.45,1,0,30.168
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_081.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_081.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_081.jpg,0,1,0,30.19873
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_171.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_171.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_171.jpg,-0.25,1,0,30.19474
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_275.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_275.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_275.jpg,-0.5000001,1,0,30.13279
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_352.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_352.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_352.jpg,-0.7,1,0,30.0815
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_447.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_447.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_447.jpg,0,1,0,30.18669
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_544.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_544.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_544.jpg,-0.2,1,0,30.18763
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_641.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_641.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_641.jpg,0,1,0,30.16782
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_736.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_736.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_736.jpg,0,1,0,30.18959
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_836.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_836.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_836.jpg,0,1,0,30.18958
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_29_931.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_29_931.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_29_931.jpg,0.25,1,0,30.17832
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_30_026.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_30_026.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_30_026.jpg,0.5000001,1,0,30.15061
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_30_118.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_30_118.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_30_118.jpg,0,1,0,30.18576
C:\Users\KIIT\Desktop\IMG\center_2020_01_03_15_07_30_218.jpg,C:\Users\KIIT\Desktop\IMG\left_2020_01_03_15_07_30_218.jpg,C:\Users\KIIT\Desktop\IMG\right_2020_01_03_15_07_30_218.jpg,0,1,0,30.19058
